product_id,comment,rating
mobell-m239,Ok,5
mobell-m239,Nghe rõ chữ to,5
mobell-m239,"Sử dụng tốt, rất ok",5
mobell-m239,Bị lôi mới đổi lại cái moi,1
mobell-m239,Rất tốt,5
mobell-m239,Tốt,5
mobell-m239,Ok,5
mobell-m239,Chưa sạc lần nào cục sạc đã hư,2
mobell-m239,Mua lại máy đã qua sử dụng nói chung pin cũng ổn. Nhiều người đánh giá nói nhanh hết pin mặc dù không nghe gọi gì nhiều theo mình nghĩ chắc là tùy chiếc nhanh hết pin có chiếc không. Cũng tùy theo cách sạc điện thoại nữa. Đánh giá chung thì máy loa to nghe gọi rõ. Phím bấm nhẹ. Tuy nhiên máy chỉ có thể chụp ảnh và xem ảnh nghe nhạc chứ không xem được video và quay phim như thông số trên website của ĐMX đề cập. Một điều bất tiện ở chiếc điện thoại này là mỗi lần muốn xem nhật ký cuộc gọi đến hoặc cuộc gọi nhỡ thì phải vào phần cài đặt rồi chọn nhật ký cuộc gọi mới có thể xem. Về phần kết nối thì máy kết nối Bluetooth với tai nghe nhanh âm thanh rõ không bị giật hay mất tiếng. Cám ơn Đmx,3
mobell-m239,Máy phổ thông mà pin khá yếu chỉ được 1 ngày dù nghe gọi rất ít,2
mobell-m239,Ok,5
mobell-m239,Điện thoại xài tốt anh giao hàng nhiệt tình vui vẻ,5
mobell-m239,Rất Tốt.,5
mobell-m239,Pin nhanh hết Không dùng cũng bị tụt pin nhanh,3
mobell-m239,Ok cùi bắp sài khá tốt,5
mobell-m239,Okokokokokokokok ok và ok,5
mobell-m239,Pun dùng nhanh hết ngày nào cũng phải sạc trong khi dùng không nhiều,2
mobell-m239,sản phẩm sử dụng ok,4
mobell-m239,Bình thường,3
mobell-m239,Máy dung ổn với tính năng,5
mobell-m239,Điện thoại rất tốt.,5
mobell-m239,Bình thường,3
mobell-m239,"Đt tệ lắm mới mua 2 ngày hư phim số 0 , nhưng bấm vài lần vẫn được nên làm biếng đi bảo hành. Nay đang ở bệnh viện thì nó gọi người ta nói ko nghe để chế độ rảnh tay cũng ko nghe, bấm gọi lại thì 20 30 s đầu còn nghe đc xong tắt ngấm lùn bực mình vai lun",1
mobell-m239,Tưởng nút lờn ít ai dè nhấp miết mới ăn,2
mobell-m239,Sp tot,5
mobell-m239,"Nhanh hết pin, không dùng một ngày đã hết",2
mobell-m239,Hết pin quá nhanh,3
mobell-m239,"Sản phẩm rẻ đẹp bền, nhân viên nhiệt tình thân thiện",5
mobell-m239,Có đèn pin mà k dùng dc,2
mobell-m239,"Máy xài tốt, gói bảo hành dài ngày, được giảm giá, nhân viên thân thiện!",4
mobell-m239,Ok,5
mobell-m239,Máy nghe nói to rõ ràng. Cảm ơn shop nhé.,4
mobell-m239,Cái này pin hết nhanh tôi muốn đổi cái khác được không,3
mobell-m239,"Nhân viên nhiệt tình,vui vẻ",5
mobell-m239,Nhân viên rất nhiệt tình. Giao máy hướng dẫn lắp đặt rất chi tiết.,5
mobell-m239,"Nhanh hết pin,dù ko sử dụng",3
mobell-m239,Máy tạm ổn loa không to không nhỏ bàn phím thì hơi kém dùng lâu dễ bị liệt! Giá 390k thì tạm chấp nhận được. Các bạn nhân viên TGDD 207 Hùng Vương Long Khánh rất nhiệt tình,3
mobell-m239,Tốt,5
mobell-m239,"Mua cho người lớn dùng mầ bất cật ghê. Pin yếu. Được cái bàn phím lớn, giá này nên thôi chấp nhận cho 3 sao.",3
mobell-m239,Xịn,5
mobell-m239,Sản phẩm tốt,5
mobell-m239,Ok ttot,5
mobell-m239,Pin của mẫu điện thoại này rất nhanh cạn nguồn sau khi xạc đầy mặc dù tôi không sử dụng.,1
mobell-m239,Ok,4
mobell-m239,Rất tốt,5
mobell-m239,Sản phẩm tốt.,5
mobell-m239,"Loa to, pin ổn",4
mobell-m239,san phan tot so voi tam gia,5
mobell-m239,Ok,4
mobell-m239,Mau hết pin. Mặc dù sạc đầy không sử dụng mấy,2
mobell-m239,Ok,3
mobell-m239,Cho mình hỏi cách tắt chế độ 4G đang hiển thị trên màn hình,3
mobell-m239,Điện thoại tốt. Những nhanh hết pin,2
mobell-m239,Về dùng được 3 hôm thì hư mic,2
mobell-m239,Tot,5
mobell-m239,Sp ok,5
mobell-m239,máy sử dụng rất tốt,5
mobell-m239,Tôi không xài tới điện thoại nhưng vẫn mau hết pin chỉ được một ngày so với những hãng khác thì chiếc máy này còn kém xa lắm,3
mobell-m239,Tốt,5
mobell-m239,"Loa ro to, pin trâu xài 3 ngày",5
mobell-m239,Nghe gọi tốt,4
mobell-m239,Loa to,4
mobell-m239,Pin nhanh hết,3
mobell-m239,Sản phẩm tốt 10 điểm,5
mobell-m239,Tốt,5
mobell-m239,Tốt,5
mobell-m239,Good 👍,5
mobell-m239,Tốt,5
mobell-m239,Làm sao để nhắn tin khi mà chỉ cho nhập số ứ ko nhập được văn bản,2
mobell-m239,Ok,4
mobell-m239,máy dùng tốt,5
mobell-m331,Máy mới mua chưa đầy tháng mà nhanh hết pin quá không dùng cũng hết. Muốn đổi máy khác có được không,1
mobell-m331,Sao m mua 2 cái mà bên m thì nghe được còn cái dt đó nói gì chả nghe được là sao ạ,2
mobell-m331,"Điện thoại báo 4 cuc pin nhưng chưa chắc đã đầy, mọi người phải vào cài đặt 3 cài đặt điện thoại 6. quản lý nguồn mới thấy được pin dc bao nhiêu % rồi.",4
mobell-m331,"Mình thấy dt xài ổn, đáp ứng tiêu chí cơ bản là nghe gọi. Nghe mọi người nói 1 ngày hết pin, có thể do mọi người chưa tắt GPS và kết nối bluetooth đi, nên hao pin. Mình xài 4 5 ngày mới phải sạc lại.",4
mobell-m331,Cho mình hỏi là mình muốn đối qua hãng khác trong vòng chưa tới 1 tháng đầu thì mất bao nhiêu phần trăm cước phí ạ.,3
mobell-m331,May mới mua mà sạc đầy de đem tới sáng hết pin mà đem vô thu nhận vien ko cho doi,2
mobell-m331,Con này pin rất kém mới mua dc hơn chục ngày dùng pin nhanh hết thật,3
mobell-m331,Mình muốn đặt hàng thì thế nào,4
mobell-m331,Sản phẩm xài tốt nghe rõ,5
mobell-m331,sắp tới tháng 9 này bị cắt sóng 2G thì có dùng được máy này k ạ,5
mobell-m331,Màn hình đẹp chữ to rõ,5
mobell-m331,"Lúc nghe cuộc gọi thì mình nói bên kia nghe, còn bên kia nói mình không nghe được gì cả",1
mobell-m331,Mua về để cài báo thức mà trở thành báo hại vì máy sập nguồn liên tục. Muốn Shop đổi máy của thương hiệu khác.,1
mobell-m331,"Hôm nay tôi vừa mua 1 chiếc màu đỏ, cài nhạc mp3 vào máy nghe rất hay, loa to rõ, gọi nghe cũng tốt, sóng khoẻ.Máy cũng xem được phim nhưng chỉ có định dạng 3gp thôi.",5
mobell-m331,Ok,5
mobell-m331,Mở đèn pin ở chổ nào vậy ạ e kiếm ko thấy,3
mobell-m331,Tốt,4
mobell-m331,Rất tốt,5
mobell-m331,Nhanh hết pin,3
mobell-m331,Tốt,5
