product_id,comment,rating
oppo-reno12-f-5g-12gb-256gb,Rất hài lòng về cách của nhân viên phục vụ và máy đẹp xài rất là ok,5
oppo-reno12-f-5g-12gb-256gb,OK trong tầm giá không chơi game nên thấy ok cấu hình thì không cao lắm bật 120 Hz nên mới nhanh,5
oppo-reno12-f-5g-12gb-256gb,Cam mờ màn hiển thị không đẹp vân tay thì chậm truy xuất không nhanh nhạc thì tệ thua xa cả reno 7z 5g,1
oppo-reno13-f-5g,Mh mua tối ngày hôm qua.dt k xài vẩn nóng bừng dù để phòng máy lạnh.,3
oppo-reno13-f-5g,camera chụp hình tệ quá đang muốn đổi gấp hic thất vọng,1
oppo-reno13-f-5g,Lúc mua thì oke . Lúc mk ko thích bán lại. Thì chi nhánh. Ko có tiền. Trog khi cả 1 tập đoàn lớn .,1
oppo-reno13-f-5g,"Gì cũng ổn ,chỉ có pin là chưa đc 1 ngày đã hết pin ,giới thiệu pin trâu nhưng xài chưa hết ngày là hết pin",3
oppo-reno13-f-5g,Máy ổn. Mượt nhưng không tải được ứng dụng thứ ba. Trong khi mình mua máy để sử dụng các ứng dụng này. Cảm thấy hối hận. Trong khi con oppo renot12 thì tải được. Nếu được xin nhân viên hỗ trợ.,4
oppo-reno13-f-5g,"Máy nhanh nóng cam thì mờ, gọi thoại zl tầm 30 là nóng xỉu sd mới 1tháng nhưng có lỗi giật lag k mượt pin sạc cũng lâu,all tb đã bật nhưng k hiện nhiều lúc cảm ứng k mượt nữa đang muốn đổi qua sp khác nhưng đang trả góp k biết phải làm sao luôn",3
oppo-reno13-f-5g,Này hk có sử dụng đc vân tay hả mn,4
oppo-reno13-f-5g,Điện thoại Sài ok mượt mik trải nghiệm được 1 tháng thấy ok nên mua nhe mọi người,5
oppo-reno13-f-5g,"Rất tệ mới đúng. Bắt Wifi 5g ma len ko nổi.. hối han thật sự , đối trả thì mất 20% nhiều lúc đang gấp ma ko len mạng dc la đập bỏ qua ..",2
oppo-reno13-f-5g,Sài lầm khi mua mình mua chả góp 1 tháng muốn đổi sản phẩm khác,2
oppo-reno13-f-5g,"Điện thoại này bắt sóng wifi,5g hơi kém . điện thoại này có thực sự xuống nước quay phim chụp ảnh được không còn chưa biết",3
oppo-reno13-f-5g,"Sản phẩm kém chất lượng, nhân viên thái độ khi ra đổi trả sản phẩm, lần cuối cùng mua hàng ở đây",2
oppo-reno13-f-5g,Mới mua dùng 1 ngày cảm thấy máy nóng đi bin nhanh đt video mờ,3
oppo-reno13-f-5g,"Màn hình độ sáng thấp , hay bị nóng máy",2
oppo-reno13-f-5g,Mình mới mua mới 1 ngày muốn đổi lại dòng khác có mất phí gì không Xin được tư vấn,3
oppo-reno13-f-5g,Tôi mua trả góp tại thế giới Di Động mới được 1 tháng.nay muốn đổi lại máy hãng khác không biết có được không.rat mong sự phản hồi tích cực của nhà bán hàng.cảm ơn.,1
oppo-reno13-f-5g,"Gọi điện message+ zalo cam trước sau rất kém, tối thui thua xa con Reno 2f 5năm trước Cần tư vấn từ cửa hàng",2
oppo-reno13-f-5g,"Pin dùng ổn, mọi chức năng ok cảm ứng mượt mà vì mình ko chơi game nên ko đánh giá đc hết thời lượng, chụp ảnh ok , Nhược điểm Bắt wifi yếu vào mạng kém hơn các dòng khác",3
oppo-reno13-f-5g,"Không bứt phá nhiều ,mà giá cao. Phù hợp cho nhu cầu giải trí bình thường, Chụp ảnh quay phim hơi chán.",3
oppo-reno13-f-5g,Cho sản phẩm cửa hàng 5sao nhé....,5
oppo-reno13-f-5g,Ôn,4
oppo-reno13-f-5g,Camera trước gọi video k đc rõ.. chơi game máy nóng kinh khủng,3
realme-note-50-64gb,Máy mua về bị chậm quá nhiều khi vào tiktok mà đợi hoài ko vào được luôn.mà bắt wifi kém,2
realme-note-50-64gb,thông báo tất cả app điều trễ mua về muốn đập,1
realme-note-50-64gb,Mk mua được mấy tháng hỏi xem có đổi lên máy 4GB được không,3
realme-note-50-64gb,May qua kem luc toi luc sang man hinh mua may lan khong an thua,1
realme-note-50-64gb,Thông báo .cuộc gọi zalo.facebook không báo. Chạy đa nhiệm không nổi.mua về muốn đập nát luôn,1
realme-note-50-64gb,Điện thoại lag quá. Không nên mua.,1
realme-note-50-64gb,OK rất tốt,5
realme-note-50-64gb,Sài ổn trong tầm giá,4
realme-note-50-64gb,"Mình mua được 4 ngày rồi giờ mình muốn đổi máy khác được ko vậy ad, nếu mất phí thì mình mất bao nhiêu/ vậy",4
realme-note-50-64gb,"Mua 1 lần và đổi 1 lần về hư tiếp , đt này mau hư lắm mọi người ko nên mua nhé",1
realme-note-50-64gb,"E mới mua realme note ,50 mới bên tgdd đc 2 ngày h e muốn bán lấy tiền mặt là đc bn á lúc mua 2triệu 4 90 phụ kiện hộp đầy đủ ạ",5
realme-note-50-64gb,"Ổn định trong tầm giá.Phụ huynh, trẻ nhỏ tác vụ đơn giản dùng mxh thì ok.",4
realme-note-50-64gb,Rất tốt,5
realme-note-50-64gb,Đã trả giựt lắc kinh khủng,1
realme-note-50-64gb,"Máy sài mượt, ok, tốt trong tầm giá, sẽ giới thiệu cho người thân khi mua máy phân khúc hơn 2 triệu.",5
realme-note-50-64gb,Mới mua mấy ngày.hiện tượng giật lag rất nhiều ko mượt.thoát ra vào cũng bị đơ lag chuyển đổi ứng dụng cũng lag đơ liên tục.đt chỉ xem ytb mạng XH nghe gọi thôi ko chơi game mà cũng giật lag.nói chung sản phẩm quá tệ Ko nên mua,1
realme-note-50-64gb,Hơi lác,2
realme-note-50-64gb,Nói chung mọi thứ đều ổn áp,5
realme-note-50-64gb,Sử dụng rất tốt và pin được lâu,5
realme-note-50-64gb,Tốt,5
realme-note-50-64gb,Dùng tốt. Lướt FB xem phim OK. Ai mà muốn mua tặng ng thân thì nên mua,5
realme-note-50-64gb,Tốt,5
samsung-galaxy-a05s-6gb,Máy mới mua về không tháo khe sim ra được,2
samsung-galaxy-a05s-6gb,vẫn thích màn hình giọt nước,5
samsung-galaxy-a05s-6gb,"Điện thoại đẹp, màn hình lớn, giá hợp lý, mới mua nên thấy cũng ok, về sau thì chưa biết, pin trâu, hiện tại thì tất cả đều ổn, nên mua, nên sử dụng, mua them cái ốp lưng của hãng rất ok, mua thêm cái kính cường lực của hãng luôn cũng rất tốt, nhân viên đmx, tgdđ khóm 1, thị trấn u minh, tỉnh cà mau rất nhiệt tình và thân thiện",5
samsung-galaxy-a05s-6gb,Minh mới mua tối ngày 15 giá là 4.090.000 mà hôm nay thấy giá 3.690.000 thật là không thể tin nổi,2
samsung-galaxy-a05s-6gb,Thiết kế đẹp.dùng mượt mà,5
samsung-galaxy-a05s-6gb,Đôi lúc bị mất sóng điện thoại phải khởi động lại mới có rất bất tiện,3
samsung-galaxy-a05s-6gb,"Mình mới mua máy về, nhìn kĩ 4 góc máy có 4 như đường nứt vỏ mình có được đổi máy khác không",3
samsung-galaxy-a05s-6gb,Ko hỗ trợ nfc,3
samsung-galaxy-a05s-6gb,"Tôi có mua đt này vào 11/10 . Bây giờ tôi muốn mua thêm sim, có khuyến mãi sim data không ạ",4
samsung-galaxy-a05s-6gb,Lần 1 máy mới mua bị rè ra cửa hàng đổi lấy máy khác về xài được vài hôm máy lại rè,2
samsung-galaxy-a05s-6gb,"Tôi thấy ko nên sài con này, quá tệ. Mua 4 tháng mà đơ miết à. Tôi có cảm giác hàng bán ở Việt mình là hàng dạt vậy á. Tôi từng mua dòng A02s ở Philippines, chất lượng còn tốt hơn con A05s này. Điều này khiến tôi suy nghĩ Samsung tốt chất lượng hay chỉ là thương hiệu",1
samsung-galaxy-a05s-6gb,"Chân sạc có vấn đề, đầu cáp sạc gắn vô chị ăn được 1 mặt, mặt kia cắm vô thì không sạc được, sạc thì lúc báo sạc siêu nhanh lúc báo sạc bình thường, tôi bị 2 cái a05s về vấn đề pin và sạc",3
samsung-galaxy-a05s-6gb,"ngày 9/9 tôi có mua máy ở siêu thị tân nghĩa, nhưng bạn bán máy cho tôi không tư vấn rõ về cốc sạt của máy là hai đầu chui nhỏ. bạn chỉ bảo là sử dụng bộ sạt củ ở nhà là sạt được. tôi không hài lòng về cách tư vấn và thái độ của bạn",2
samsung-galaxy-a05s-6gb,Mới mua 1 ngày pin xài 1 tiếng tụt 15%,1
samsung-galaxy-a05s-6gb,"cấu hình không giống trên web ghi chip Snapdragon 680 màn hình 90hz, về check cpuz thì chỉ là Snapdragon 665 và màn hình chỉ có 60hz,thêm nữa là loa âm thanh nhỏ.",1
samsung-galaxy-a05s-6gb,Ok,4
samsung-galaxy-a05s-6gb,Tốt,5
samsung-galaxy-a05s-6gb,"alway on display không có, rất khó chịu vì có thông báo khi màn hình tắt chỉ nghe tiếng chuông",3
samsung-galaxy-a05s-6gb,"Mua 5 tháng đơ luôn cảm ứng nay đi hỏi thì kêu gửi bảo hành ,1015 ngày rồi lấy gì xài trời,Mọi thứ đều ổn trời mua chú bảo vệ bắt bỏ dép ngoài mới được dô",2
samsung-galaxy-a05s-6gb,Máy mới mua sạc pin rất lâu không lên % so với thời gian hiển thị trên máy không biết bị lỗi gì,3
