product_id,comment,comment_clean_stage1,rating
honor-x8b,"Đừng mua, ko có linh kiện.","đừng mua, không có linh kiện.",1
honor-x8b,máy sao cũng được ghét nhất cái zalo vui nó báo hiện tn cuộc gọi buồn thì nó im ru hên ít sài zalo chứ sài nhiều chắc vức,"máy sao cũng được ghét nhất cái zalo, vui nó báo hiện tên cuộc gọi, buồn thì nó im ru, hên ít sài zalo chứ sài nhiều chắc tức.",3
honor-x8b,"Chiếc điện thoại mỏng nhất tôi từng dùng, cũng là chip 680 trên máy này mượt hơn nhiều 680 ở SS a05s vợ đag dùng","chiếc điện thoại mỏng nhất tôi từng dùng, cũng là chip 680 trên máy này, mượt hơn nhiều 680 ở samsung a05s vợ đang dùng.",5
honor-x8b,sao hôm tôi mua lại ko dc tặng tai nghe như trong giới thiệu nhỉ hôm đấy tôi cũng có xem thấy khuyến mãi,"sao hôm tôi mua lại không được tặng tai nghe như trong giới thiệu nhỉ, hôm đấy tôi cũng có xem thấy khuyến mãi.",4
honor-x8b,E Mua đc 1 tuần trả lại mất bao nhiêu % ạ,em mua được một tuần trả lại mất bao nhiêu phần trăm ạ?,3
honor-x8b,Thế giới di động có cường lực của honor x8b k ạ,thế giới di động có cường lực của honor 8 không ạ?,4
honor-x8b,"ko có NFC. rất tiếc. honor quá lac hậu so với nhiều hãng. hiệu năng tạm ổn ,bèn hay ko. để 19 tháng mới biết.","không có nfc. rất tiếc. honor quá lac hậu so với nhiều hãng. hiệu năng tạm ổn ,bèn hay ko. để 19 tháng mới biết.",4
honor-x8b,"Mua online bên này báo ngoài ip ra thì hàng ko có full box, máy nhìn tạm ổn hơi nhẹ hơn Xiaomi, tuy nhiên gọi zalo mạng WiFi và 4GB đứng hình suốt mà check các máy khác thì vẫn gọi OK không phải do đường truyền mạng kém. Đã không có thời gian ra cửa hàng, giờ gọi hỏi thì bảo ra cửa hàng bảo hành. Mình mới mua được 2 hôm thôi. Giờ muốn đổi sang ip 13 thì có được đổi không Hay có hỗ trợ 1 đổi 1 không shop ơi Con máy này gọi zalo ko thấy hình chập chờn như vậy hoài dù mạng vẫn ổn định thì sao đây","mua online bên này báo ngoài iphone ra thì hàng không có full box, máy nhìn tạm ổn, hơi nhẹ hơn xiaomi, tuy nhiên gọi zalo mạng wifi và 4g đứng hình suốt mà check các máy khác thì vẫn gọi ok, không phải do đường truyền mạng kém. đã không có thời gian ra cửa hàng, giờ gọi hỏi thì bảo ra cửa hàng bảo hành. mình mới mua được hai hôm thôi. giờ muốn đổi sang iphone 13 thì có được đổi không hay có hỗ trợ một đổi một không shop ơi, con máy này gọi zalo không thấy hình chập chờn như vậy hoài dù mạng vẫn ổn định thì sao đây?",2
honor-x8b,"Tốt, nhưng máy này có phím ảo khóa màn hình vậy","tốt, nhưng máy này có phím ảo trên màn hình vậy.",5
honor-x8b,Máy này không có hổ trợ thẻ nhớ ngoài hả store,máy này không có hổ trợ thẻ nhớ ngoài hả store?,4
honor-x8b,Máy dùng rất ngon mượt. Rất đẹp. Không hài lòng lắm khi nv tự ý bóc siu mà chưa có sự đông ý cửa khách. Lm m nghi ngờ máy đã dùng. May là m thấy lướp bọc mới bóc ko thì m ko nhận máy,"máy dùng rất ngon, mượt. rất đẹp. không hài lòng lắm khi nhân viên tự ý bóc siu mà chưa có sự đông ý cửa khách. làm mình nghi ngờ máy đã dùng. máy là mình thấy lớp bọc mới bóc, không thì mình không nhận máy.",5
honor-x8b,"TGDD đổi 11 khi điện thoại mình bị lỗi ko gửi nhận tin nhắn, cuộc gọi đc, dù hơi tốn công nhưng nhìn chung mình khá hài lòng vs cách phục vụ của shop","thế giới di động đổi 11 khi điện thoại mình bị lỗi không gửi nhận tin nhắn, cuộc gọi đi, dù hơi tốn công nhưng nhìn chung mình khá hài lòng với cách phục vụ của shop.",5
honor-x8b,Chíp 680 mà tối ưu tốt thật. Thiết kế đẹp bộ nhớ cao. Thao tác mượt mà.,chíp 680 mà tối ưu tốt thật. thiết kế đẹp bộ nhớ cao. thao tác mượt mà.,5
honor-x8b,"Nhanh hết pin, sạc đầy pin để 1 ngày k dùng gì mà pin gần hết. Vào chomre gõ thì lag k lên chữ. Thỉnh thoảnh bị. Có đổi trả được không. Máy dùng được 10ngay","nhanh hết pin, sạc đầy pin để một ngày không dùng gì mà pin gần hết. vào chome gõ thì lag không lên chữ. thỉnh thoảng bị. có đổi trả được không. máy dùng được 10 ngày.",3
honor-x8b,mới mua được 1 tuần có đổi trả được không ạ,mới mua được một tuần có đổi trả được không ạ?,3
honor-x8b,Máy OK dùng rất thích chụp hình đẹp với cái giá hơn 6tr thì làm sao bì được với iPhone. So với Redmi thì Redmi phải gọi honor bằng cụ,"máy ok, dùng rất thích, chụp hình đẹp, với cái giá hơn 6tr thì làm sao bì được với iphone. so với redmi thì redmi phải gọi honor bằng cụ.",5
honor-x8b,"Máy mới dùng mà loa bị rè, nghe không rõ. Lỗi do điện thoại thì có đựơc đổi máy mới không khi mới dùng có 10 ngày","máy mới dùng mà loa bị rè, nghe không rõ. lỗi do điện thoại thì có đựơc đổi máy mới không khi mới dùng có mười ngày?",3
honor-x8b,"Mạng yếu hay mất sóng, đổi máy khác được không","mạng yếu hay mất sóng, đổi máy khác được không?",1
honor-x8b,Mọi thứ đều ok nha chức năng ổn áp lắm điểm trừ duy nhất là quay chụp không có chống rung quang học nó giật kinh khủng. Mình cần quay chụp nhiều nên sd 3 ngày đã phải đổi máy khác nên các bạn cân nhắc kỹ trước khi mua nhé.,mọi thứ đều ok nha chức năng ổn áp lắm điểm trừ duy nhất là quay chụp không có chống rung quang học nó giật kinh khủng. mình cần quay chụp nhiều nên sử dụng ba ngày đã phải đổi máy khác nên các bạn cân nhắc kỹ trước khi mua nhé.,4
honor-x8b,Nhìn qua mọi người cứ hỏi mới mua iPhone 16 à. Sau 1 tuần sử dụng thấy mọi thứ đều tuyệt vời. Tầm 8.9 điểm,"nhìn qua mọi người cứ hỏi mới mua iphone 16 à.., sau một tuần sử dụng thấy mọi thứ đều tuyệt vời. tầm 8.9 điểm.",5
honor-x8b,Mình mơi mua 1 ngày nhưg tháy k hài lòng camera thấy kém xem ảnh bị giật muốn đổi sang máy khác được k,"mình mới mua một ngày nhưng thấy không hài lòng camera, thấy kém xem ảnh bị giật, muốn đổi sang máy khác được không?",3
honor-x8b,Tuyệt vời với số tiền hơn 6 tr cô chủ cửa hàng rất đáng yêu và tư vấn mua con này sau 10 ngày dùng rất mượt vậy mới biết Honor và Huawei đẳng cấp thế nào bảo sao Mỹ phải sợ cảm ơn cô bé tên Thúy cửa hàng trưởng TGDĐ ở Quang Trung Hà Đông,"tuyệt vời với số tiền hơn sáu triệu, cô chủ cửa hàng rất đáng yêu và tư vấn mua con này, sau mười ngày dùng rất mượt, vậy mới biết honor và huawei đẳng cấp thế nào, bảo sao mỹ phải sợ, cảm ơn cô bé tên thúy, cửa hàng trưởng tgdđ ở quang trung, hà đông.",5
honor-x8b,May chay trong tam gia nay qua on joi .man hinh dep .pin lion ben hon pin lipo nhieu,"máy chạy trong tam gia nay qua on joi .man hinh dep .pin lion, ben hon pin lipo nhieu.",5
honor-x8b,"Pin hết nhanh, đã nhiệm kém","pin hết nhanh, đã nhiệm kém.",3
