product_id,comment,comment_clean_stage1,rating
samsung-galaxy-s24-ultra-5g,cái ốp lưng thật là tệ làm mất giá của máy. thà ko tặng còn hơn,cái ốp lưng thật là tệ làm mất giá của máy. thà không tặng còn hơn.,3
samsung-galaxy-s24-ultra-5g,Khóa vân tay dở tệ . Ko xài cường lực mà mở lên mở xuống ko dc. Thua ss A54. Ss a54 tay bẩn mở vẫn ok. Trải nghiệm tệ. Biết vậy chuyển 15promax,vân tay dở tệ . không xài cường lực mà mở lên mở xuống không được. thua samsung a54. samsung a54 tay bẩn mở vẫn ok. trải nghiệm tệ. biết vậy chuyển 15promax.,3
samsung-galaxy-s24-ultra-5g,"Điện thoại mình dô chơi game lâu lâu nó cứ xuất hiện mấy đường sọc chớp nhoáng tầm 2s rồi mất, z lỗi này có được đổi đt mới ko ad, mình chưa thấy ai bị lỗi này ở s24U. Mình mua đt mới được 8 ngày","điện thoại mình dô chơi game lâu lâu nó cứ xuất hiện mấy đường sọc chớp nhoáng tầm 2s rồi mất, vậy lỗi này có được đổi điện thoại mới không ạ, mình chưa thấy ai bị lỗi này ở s24u.., mình mua điện thoại mới được tám ngày.",5
samsung-galaxy-s24-ultra-5g,Dùng dc 1 tháng rồi mọi thứ tốt.nhưng khi sử dụng ngoài trời thì máy nóng quá.,dùng được một tháng rồi mọi thứ tốt.nhưng khi sử dụng ngoài trời thì máy nóng quá.,4
samsung-galaxy-s24-ultra-5g,"Toàn thấy chê nhỉ. Đây mua máy về dùng ưng ơi là ưng, pin tốt. Máy mát, mượt, cam đẹp, Ai ngon.","toàn thấy chê nhỉ. đây mua máy về dùng ưng ơi là ưng, pin tốt. máy mát, mượt, cam đẹp, ai ngon.",5
samsung-galaxy-s24-ultra-5g,Ốp tặng kèm rởm bụi vào xước dăm hết cả viền.,ốp tặng kèm rởm bụi vào xước dăm hết cả viền.,1
samsung-galaxy-s24-ultra-5g,Dùng k tốt lắm. Hoàn thiện kém và màn hình thì tệ hơn cả a73 củ của mình,dùng không tốt lắm. hoàn thiện kém và màn hình thì tệ hơn cả a73 của mình.,3
samsung-galaxy-z-fold6,Mới mua dc 10 ngày gọi điện nói tý là nóng máy nhanh hết pin bỏ ra mây chục triệu mua cái đt nay thật là phí.,mới mua được mười ngày gọi điện nói tý là nóng máy nhanh hết pin bỏ ra mây chục triệu mua cái điện thoại nay thật là phí.,2
samsung-galaxy-z-fold6,Điện thoại đẹp,điện thoại đẹp.,5
samsung-galaxy-z-fold6,Tốt,tốt.,5
samsung-galaxy-z-fold6,"Tôi bước vô cửa hàng thấy các bạn nhân viên TGDD chào hỏi tư vấn rất nhiệt tình, khác với mấy đại lý khác nên nhà tôi hay mua điện thoại ở đây","tôi bước vô cửa hàng thấy các bạn nhân viên thế giới di động chào hỏi, tư vấn rất nhiệt tình, khác với mấy đại lý khác nên nhà tôi hay mua điện thoại ở đây.",5
samsung-galaxy-z-fold6,"Mình mới chuyển sang dòng điện thoại gập, hy vọng trải nghiệm ổn","mình mới chuyển sang dòng điện thoại gập, hy vọng trải nghiệm ổn.",5
samsung-galaxy-z-fold6,"Thiết kế ấn tượng, điện thoại nhẹ","thiết kế ấn tượng, điện thoại nhẹ.",5
samsung-galaxy-z-fold6,Đẹp,đẹp.,5
samsung-galaxy-z-fold6,"Gắn bó với Samsung từ Fold3 tới giờ, sản phẩm đợt này mình rất hài lòng về màu sắc và thiết kế","gắn bó với samsung từ f3 tới giờ, sản phẩm đợt này mình rất hài lòng về màu sắc và thiết kế.",5
samsung-galaxy-z-fold6,Thích nhất tiếng gập,thích nhất tiếng gập.,5
samsung-galaxy-z-fold6,"Fold nhẹ, cầm không quá nặng tay","foll nhẹ, cầm không quá nặng tay.",5
samsung-galaxy-z-fold6,"Sang trọng, đẳng cấp","sang trọng, đẳng cấp.",5
samsung-galaxy-z-fold6,tốt,tốt.,5
samsung-galaxy-z-fold6,"Rất tốt, đt gập nhưng chơi game rất mượt và ko bị nóng","rất tốt, điện thoại gập nhưng chơi game rất mượt và không bị nóng.",5
samsung-galaxy-z-fold6,"Tôi chuyển từ iphone qua, hiện tại tôi xài đang chưa quen lắm nhưng về thiết kế tôi thấy rất ấn tượng","tôi chuyển từ iphone qua, hiện tại tôi xài đang chưa quen lắm nhưng về thiết kế tôi thấy rất ấn tượng.",5
